wt,image_id,time,style,gender,survey_id
W,03656,90,hiphop,W,043600
W,05272,10,sportivecasual,W,174559
W,24717,60,mods,M,047930
W,13623,90,hiphop,W,024476
W,00056,00,metrosexual,M,062970
W,03510,60,minimal,W,092564
W,49255,90,grunge,W,161589
W,14420,10,athleisure,W,110955
W,16014,70,hippie,M,234206
W,16223,80,bold,M,144793
W,05688,90,lingerie,W,086918
W,05883,50,ivy,M,047273
W,28529,90,hiphop,M,071563
W,16962,60,mods,M,137548
W,01374,50,feminine,W,116556
W,00017,60,mods,M,192831
W,26201,50,ivy,M,149470
W,16985,70,hippie,M,061871
W,30582,00,ecology,W,079885
W,04068,10,athleisure,W,003796
T,13118,19,genderless,W,079771
W,10149,50,classic,W,197470
W,30753,50,ivy,M,059478
W,19024,80,powersuit,W,087047
W,13068,80,powersuit,W,047614
W,36130,00,ecology,W,083238
W,24773,80,bold,M,147831
W,06374,00,ecology,W,121511
W,13635,90,hiphop,W,122882
W,10398,00,ecology,W,130768
W,17815,00,metrosexual,M,121674
W,09539,60,minimal,W,200560
W,15457,00,metrosexual,M,195700
W,05805,60,minimal,W,023284
W,25746,90,hiphop,M,148199
W,18057,50,classic,W,127593
W,00901,60,mods,M,108237
W,15505,70,hippie,M,046816
W,17603,50,ivy,M,012691
W,04233,60,mods,M,146212
W,05866,50,ivy,M,025472
W,18251,00,oriental,W,022920
W,17583,80,bold,M,043821
W,15116,00,metrosexual,M,092827
W,11933,80,powersuit,W,086642
W,33832,19,normcore,W,171920
W,06537,50,ivy,M,088660
W,61340,80,bodyconscious,W,205473
W,09256,90,hiphop,M,229336
W,18066,50,classic,W,004273
W,04012,80,bodyconscious,W,125021
W,00072,90,hiphop,M,226528
W,16089,80,bold,M,068718
W,03821,10,sportivecasual,W,013443
W,24492,70,hippie,M,059472
W,09180,10,sportivecasual,M,160839
W,03412,50,classic,W,003578
W,00901,60,mods,M,021128
W,15745,80,bold,M,138122
W,06843,60,mods,M,040551
W,05819,19,normcore,W,029864
W,09168,80,bold,M,141820
W,01561,90,hiphop,M,041498
W,10547,50,feminine,W,066891
W,13696,90,kitsch,W,129491
W,32081,50,ivy,M,138227
W,13667,00,oriental,W,130296
W,25145,70,hippie,M,193134
W,01731,10,sportivecasual,M,137811
W,06553,50,ivy,M,142491
W,12866,60,mods,M,008382
W,03043,19,normcore,M,179343
W,11223,60,popart,W,002312
W,30591,50,ivy,M,149868
W,08892,10,sportivecasual,W,101329
W,02927,60,mods,M,027642
W,17202,60,mods,M,093990
W,12082,80,bold,M,147839
W,02927,60,mods,M,001424
W,26175,50,ivy,M,146045
W,25465,00,metrosexual,M,094610
W,06612,00,metrosexual,M,024908
W,25885,10,sportivecasual,M,107105
W,28695,90,kitsch,W,155626
W,26093,00,metrosexual,M,112365
W,01379,19,normcore,W,129101
W,46907,80,powersuit,W,063965
W,08410,00,cityglam,W,122329
W,01726,60,mods,M,200251
W,41279,19,genderless,W,136286
W,17265,19,normcore,M,129523
W,02904,19,normcore,M,123850
W,11075,00,metrosexual,M,026807
W,19987,50,feminine,W,116808
W,18562,80,powersuit,W,104501
W,03569,10,sportivecasual,W,036284
W,03699,50,classic,W,194149
W,10062,60,mods,M,059783
W,26288,70,hippie,M,149386
W,15399,60,mods,M,133029
W,30290,50,ivy,M,152593
W,09792,10,sportivecasual,M,069165
W,08601,80,bodyconscious,W,094587
W,15504,70,hippie,M,147638
W,25884,90,hiphop,M,151039
W,30041,50,ivy,M,180446
W,03517,19,normcore,W,092545
W,25145,70,hippie,M,063409
W,10111,60,mods,M,096731
W,07035,19,normcore,M,133076
W,24492,70,hippie,M,107176
W,19510,50,feminine,W,202041
W,16435,10,sportivecasual,M,084095
W,05869,60,mods,M,208844
W,14178,70,hippie,W,084913
W,06570,70,hippie,M,089599
W,15404,50,ivy,M,120707
W,03162,50,feminine,W,065404
W,02170,50,feminine,W,078071
W,16427,80,bold,M,121739
W,20883,70,disco,W,096699
W,32233,00,metrosexual,M,153181
W,15523,70,hippie,M,060391
W,15721,00,metrosexual,M,149881
W,10028,50,classic,W,128952
W,01219,10,athleisure,W,023256
W,14872,80,powersuit,W,084142
W,23905,60,mods,M,154611
W,08601,80,bodyconscious,W,123323
W,12168,80,bold,M,121051
W,07277,60,mods,M,053367
W,06995,10,sportivecasual,M,145763
W,11063,00,metrosexual,M,001138
W,15423,80,bold,M,122060
W,24923,00,metrosexual,M,147841
W,01106,19,normcore,W,106771
W,11495,19,genderless,W,125200
W,09376,00,cityglam,W,080208
W,00803,50,ivy,M,069167
W,31502,19,normcore,M,177712
W,11045,70,hippie,M,085149
W,14937,60,minimal,W,074021
W,16766,00,metrosexual,M,101924
W,07150,70,hippie,M,009469
W,16170,70,hippie,M,121763
W,19311,70,punk,W,174735
W,30476,80,bold,M,153254
W,06553,50,ivy,M,012666
W,25444,60,mods,M,053839
W,37835,70,punk,W,156851
W,18894,50,feminine,W,086605
W,18797,70,disco,W,003193
W,10944,50,feminine,W,166602
W,17544,90,hiphop,M,157843
W,00065,19,normcore,M,148343
W,27133,90,hiphop,M,112364
W,14824,50,feminine,W,151293
W,30041,50,ivy,M,143915
W,22790,70,disco,W,217238
W,16291,80,bold,M,138214
W,14469,60,space,W,203199
W,10523,00,ecology,W,132884
W,17668,80,bold,M,160212
W,11537,50,feminine,W,225689
W,06091,10,athleisure,W,086320
W,41537,10,sportivecasual,W,058793
W,11313,19,genderless,W,130770
W,14804,50,feminine,W,127419
W,15780,70,hippie,M,053259
W,02024,50,classic,W,056841
W,02919,60,mods,M,115348
W,32248,80,powersuit,W,092891
W,36408,10,sportivecasual,W,154024
W,01689,60,mods,M,217582
W,10076,50,ivy,M,052535
W,10212,60,space,W,022949
W,10614,80,bodyconscious,W,042189
W,15083,50,ivy,M,103493
W,25602,90,hiphop,M,149499
W,12729,00,metrosexual,M,049384
W,13081,50,classic,W,208268
W,01999,19,normcore,W,112217
W,02845,60,mods,M,126636
W,31888,19,normcore,M,181612
W,29258,80,bold,M,023386
W,10060,50,ivy,M,154651
W,25073,90,hiphop,M,027553
W,11615,90,kitsch,W,005736
W,29830,90,hiphop,M,076152
W,06870,19,normcore,M,047138
W,11353,00,oriental,W,132382
W,14768,19,normcore,W,086546
W,17478,19,normcore,M,145586
W,24413,70,hippie,M,072493
W,09233,60,mods,M,208698
W,25149,90,hiphop,M,032819
W,24294,80,bold,M,234032
W,13444,50,classic,W,152876
W,46374,70,hippie,W,167831
W,24530,70,hippie,M,020446
W,11303,50,feminine,W,006296
W,32747,70,military,W,115407
W,24537,70,hippie,M,118005
W,00517,70,hippie,M,141079
W,12805,50,ivy,M,120607
W,42244,60,minimal,W,002043
W,16121,80,bold,M,058209
W,15815,70,hippie,M,234198
W,42674,60,minimal,W,050057
W,02834,60,mods,M,034542
W,09272,90,hiphop,M,044047
W,12095,80,bold,M,229934
W,17348,50,ivy,M,028527
W,16332,19,normcore,M,101926
W,15337,80,bold,M,091904
W,13893,80,bodyconscious,W,076450
W,18545,19,normcore,M,084079
W,05513,60,minimal,W,025856
W,05628,00,cityglam,W,094582
W,15880,19,normcore,M,032539
W,16108,80,bold,M,035586
W,14770,60,minimal,W,124469
W,52149,70,hippie,M,062179
W,66161,80,bold,M,058367
W,07771,90,grunge,W,022476
W,33459,60,space,W,081973
W,05250,70,punk,W,127969
W,11071,00,metrosexual,M,030640
W,40542,90,hiphop,M,229302
W,24657,60,mods,M,148121
W,19433,00,oriental,W,092552
W,22790,70,disco,W,099219
W,13099,80,powersuit,W,127987
W,06116,10,athleisure,W,075240
W,01116,50,feminine,W,047378
W,26316,19,normcore,M,147119
W,26245,50,ivy,M,145546
W,05880,60,mods,M,117356
W,24210,50,ivy,M,089220
W,15119,00,metrosexual,M,107121
W,04308,50,ivy,M,107132
W,05960,70,hippie,W,203610
W,06253,90,hiphop,M,193345
W,23519,60,minimal,W,195737
W,18590,80,bodyconscious,W,123729
W,13469,70,punk,W,050410
W,03092,50,feminine,W,206062
W,12569,50,ivy,M,013030
W,26525,60,minimal,W,017761
W,24210,50,ivy,M,144665
W,26316,19,normcore,M,193712
W,08180,80,bodyconscious,W,125545
W,19556,60,space,W,036386
W,02678,50,ivy,M,147911
W,11920,00,oriental,W,125664
W,02095,60,popart,W,034609
W,06517,50,ivy,M,122057
W,15791,70,hippie,M,031931
W,12803,70,hippie,M,146680
W,03194,50,classic,W,002186
W,05320,80,bodyconscious,W,124713
W,33015,19,normcore,M,155220
W,09410,90,lingerie,W,092567
W,04643,50,ivy,M,105564
W,12698,80,bold,M,126804
W,07675,80,bodyconscious,W,123023
W,19138,90,kitsch,W,110057
W,10814,50,ivy,M,129516
W,00555,50,ivy,M,135980
W,08119,10,athleisure,W,040894
W,16090,80,bold,M,049399
W,01075,10,sportivecasual,W,089437
W,15465,70,hippie,M,092997
W,01166,10,sportivecasual,W,004571
W,12360,80,bold,M,042363
W,03693,10,athleisure,W,048913
W,12398,80,bold,M,052188
W,04514,70,hippie,M,152403
W,26499,19,normcore,M,147077
W,02844,90,hiphop,M,121673
W,08205,70,punk,W,132379
W,23848,50,ivy,M,144240
W,19273,00,ecology,W,134046
W,44256,90,kitsch,W,140872
W,12268,80,bold,M,161438
W,01716,19,normcore,M,060371
W,06009,60,minimal,W,121032
W,16014,70,hippie,M,094232
W,03092,50,feminine,W,208134
W,05670,10,athleisure,W,130006
T,21990,70,hippie,M,040774
W,25721,90,hiphop,M,038534
W,14380,90,hiphop,W,053563
W,34573,10,sportivecasual,W,158653
W,12119,80,bold,M,230552
W,25080,70,hippie,M,144808
W,25294,70,hippie,M,143125
W,12925,80,powersuit,W,117267
W,01805,70,hippie,M,138999
W,18177,90,kitsch,W,109417
W,09832,10,sportivecasual,M,093017
W,32460,50,ivy,M,191893
W,10478,80,powersuit,W,085521
W,19945,70,hippie,W,100315
W,02741,50,ivy,M,148758
W,03472,00,ecology,W,099724
T,07452,50,classic,W,200534
W,24886,70,hippie,M,177509
W,24448,70,hippie,M,027743
W,28177,70,hippie,M,196742
W,06102,10,athleisure,W,009680
W,00062,00,metrosexual,M,210215
W,19801,19,genderless,W,123002
W,15344,60,mods,M,094231
W,09835,50,ivy,M,001025
W,19586,70,hippie,M,126662
W,13955,60,minimal,W,127836
W,11214,50,feminine,W,134766
W,31568,19,normcore,M,055682
W,01962,60,minimal,W,123021
W,16832,60,mods,M,116054
W,31575,10,sportivecasual,M,145544
W,66161,80,bold,M,196784
W,29358,00,cityglam,W,159856
W,16427,80,bold,M,104643
W,07468,70,punk,W,123495
W,42705,70,disco,W,158882
W,24084,70,hippie,M,077820
W,18205,50,feminine,W,035699
W,07578,19,lounge,W,129344
W,01050,80,bodyconscious,W,012479
W,26595,80,bold,M,146148
W,10337,50,feminine,W,165411
W,11167,00,cityglam,W,123033
W,33023,10,sportivecasual,M,055647
W,15634,80,bold,M,146764
W,12328,80,bold,M,150179
W,18562,80,powersuit,W,132339
W,27630,90,hiphop,M,047473
W,07324,50,ivy,M,104998
W,00940,19,normcore,M,118444
W,10060,50,ivy,M,107394
W,05751,10,sportivecasual,W,135367
W,17532,70,hippie,M,128887
W,12807,50,ivy,M,032506
W,44153,10,sportivecasual,W,112867
W,33113,19,normcore,M,025287
W,00041,70,hippie,M,013314
W,00028,50,ivy,M,147836
W,15924,19,normcore,M,088534
W,02979,19,normcore,M,094221
W,24859,70,hippie,M,159754
W,09404,10,sportivecasual,W,072431
W,07764,70,hippie,M,079572
W,07840,19,normcore,W,022964
W,01737,50,ivy,M,105040
W,17962,50,ivy,M,146186
W,16293,80,bold,M,052106
W,00754,10,sportivecasual,W,124491
W,01207,60,minimal,W,110925
W,01170,90,lingerie,W,039086
W,18268,50,feminine,W,151026
W,11557,70,punk,W,053309
W,01371,10,sportivecasual,W,031188
W,30591,50,ivy,M,094696
W,38421,10,athleisure,W,057789
W,02444,70,punk,W,140620
W,63984,80,powersuit,W,000227
W,62634,80,powersuit,W,010681
W,52140,70,hippie,M,045532
W,07277,60,mods,M,149686
W,27700,70,hippie,M,022201
W,18996,50,feminine,W,019428
W,10299,90,kitsch,W,082434
W,00475,50,ivy,M,001565
W,14467,70,military,W,040849
W,43038,70,punk,W,145000
W,06617,90,hiphop,M,117105
W,06800,70,hippie,M,111432
W,12337,80,bold,M,041303
W,47873,70,punk,W,205054
W,38394,19,normcore,W,020284
W,22856,60,minimal,W,097738
W,20551,70,hippie,W,059242
W,53601,80,bold,M,174238
W,01463,60,mods,M,116236
W,16352,00,metrosexual,M,020871
W,10062,60,mods,M,148337
W,24100,60,mods,M,021032
W,12443,90,hiphop,M,137609
W,55609,90,hiphop,M,196777
W,21223,80,powersuit,W,092508
W,26909,60,space,W,204107
W,43047,70,military,W,031574
W,07591,19,normcore,W,084951
W,06186,60,mods,M,107092
W,15596,70,hippie,M,047141
W,19312,00,oriental,W,080926
W,14036,00,cityglam,W,009423
W,14035,50,feminine,W,115621
W,06814,60,mods,M,064699
W,06091,10,athleisure,W,002309
W,01125,19,normcore,W,106754
W,14489,19,normcore,W,125191
W,06916,70,hippie,M,133021
W,10999,10,athleisure,W,005159
W,14393,70,hippie,W,103562
W,00334,70,hippie,W,129284
W,20317,60,mods,M,110096
W,13281,60,minimal,W,125535
W,08584,50,feminine,W,139461
W,65122,10,sportivecasual,W,178155
W,32604,50,ivy,M,065466
W,15658,00,metrosexual,M,148788
W,26251,19,normcore,M,030693
W,29487,80,bold,M,044105
W,27848,50,ivy,M,087396
W,00776,19,normcore,W,132683
W,12196,80,bold,M,023876
W,11071,00,metrosexual,M,216683
W,06894,19,normcore,M,120822
W,07648,70,hippie,W,209447
W,01780,00,metrosexual,M,136442
W,10279,60,minimal,W,203941
W,24100,60,mods,M,030670
W,02390,60,minimal,W,098786
W,18864,19,genderless,W,106779
W,24787,00,metrosexual,M,217671
W,18353,80,powersuit,W,102406
W,07123,70,hippie,M,195772
W,23958,60,mods,M,206153
W,00517,70,hippie,M,115773
W,09945,80,bodyconscious,W,035752
W,06805,90,hiphop,M,230273
W,01668,19,normcore,M,088542
T,07471,80,bodyconscious,W,079733
W,09295,50,classic,W,124335
W,23519,60,minimal,W,028719
W,05312,80,bodyconscious,W,131045
W,09079,60,popart,W,024090
W,12440,80,bold,M,019306
W,28693,10,sportivecasual,M,010292
W,16312,10,sportivecasual,M,022420
W,05030,10,sportivecasual,W,110963
W,18951,50,feminine,W,109347
W,02182,70,punk,W,080744
W,08637,90,kitsch,W,128476
W,18171,50,feminine,W,229515
W,03043,19,normcore,M,137687
W,22330,19,normcore,W,115404
W,46417,70,military,W,152878
W,02511,19,normcore,W,128512
W,24764,80,bold,M,001870
W,12214,70,hippie,M,086062
W,24775,60,mods,M,156475
W,12826,50,ivy,M,139122
W,12065,00,oriental,W,016554
W,03268,80,powersuit,W,125395
W,02755,90,hiphop,M,138371
W,16625,90,hiphop,M,070959
W,06519,50,ivy,M,055649
W,00489,60,mods,M,217483
W,04601,50,ivy,M,001859
W,36616,60,minimal,W,151002
W,09639,50,classic,W,053708
W,06457,00,ecology,W,098373
W,00704,70,hippie,W,123297
W,17591,80,bold,M,154876
W,15587,70,hippie,M,088068
W,07099,50,ivy,M,156432
W,15891,80,bold,M,232738
W,44554,90,grunge,W,163762
W,16361,80,bold,M,036363
W,24725,00,metrosexual,M,144795
W,12817,50,ivy,M,001050
W,06753,60,mods,M,047140
W,16570,00,metrosexual,M,026440
W,01477,10,sportivecasual,M,139011
W,13756,80,bodyconscious,W,003851
W,13710,60,minimal,W,125485
W,40177,60,popart,W,170561
W,09281,70,hippie,M,147647
W,06863,60,mods,M,010295
W,55470,19,normcore,M,045537
W,36856,60,minimal,W,074063
W,01645,90,hiphop,M,068527
W,09542,70,disco,W,132387
W,02567,10,sportivecasual,W,006210
W,15370,50,ivy,M,145836
W,15624,70,hippie,M,098962
W,03477,80,powersuit,W,040858
W,01752,00,metrosexual,M,108449
W,24768,80,bold,M,147073
W,03536,70,military,W,129414
W,44650,90,kitsch,W,052098
W,14903,10,athleisure,W,111845
W,03151,80,bodyconscious,W,038971
W,53583,90,hiphop,W,200554
W,24142,60,mods,M,012676
W,11913,50,feminine,W,117684
W,15447,70,hippie,M,015046
W,24431,90,hiphop,M,139549
W,11256,80,bodyconscious,W,127191
W,12082,80,bold,M,076725
W,17245,70,hippie,M,092980
W,06458,60,minimal,W,127338
W,02258,00,ecology,W,112182
W,29051,90,hiphop,M,104661
W,24141,50,ivy,M,100551
W,00036,50,ivy,M,094255
W,16348,90,hiphop,M,028482
W,12521,90,hiphop,M,147540
W,10686,50,classic,W,108094
W,17508,80,bold,M,017988
W,06843,60,mods,M,013031
W,24325,60,mods,M,147821
W,02043,70,disco,W,125111
W,02431,90,hiphop,W,166789
W,01490,60,mods,M,153594
W,17591,80,bold,M,041522
W,23922,50,ivy,M,176791
W,16985,70,hippie,M,121320
W,34093,60,minimal,W,099804
W,10289,00,oriental,W,035953
W,19530,60,popart,W,104741
W,24084,70,hippie,M,147955
W,14736,80,bodyconscious,W,125662
W,13303,60,minimal,W,115797
W,18424,80,bold,M,027494
W,08874,10,sportivecasual,W,129165
W,24715,00,metrosexual,M,101683
W,15536,00,metrosexual,M,115767
W,17481,10,sportivecasual,M,031935
W,06755,00,metrosexual,M,233644
W,03570,10,athleisure,W,110971
W,07834,70,disco,W,125678
W,10999,10,athleisure,W,032996
W,01818,60,mods,M,076557
W,04510,00,metrosexual,M,145576
W,02277,80,bodyconscious,W,102886
W,11551,00,oriental,W,132407
W,29245,60,minimal,W,171922
W,26261,50,ivy,M,077843
W,09157,60,mods,M,001835
W,16276,70,hippie,M,077193
W,15283,60,mods,M,091342
W,08052,90,hiphop,W,120361
W,15574,00,metrosexual,M,046836
W,18900,50,classic,W,152085
W,26252,60,mods,M,112369
W,04482,10,sportivecasual,M,087683
W,00555,50,ivy,M,122199
W,20414,00,cityglam,W,136384
W,18213,10,sportivecasual,W,034195
W,01563,10,sportivecasual,M,148748
W,15294,50,ivy,M,086060
W,15259,60,mods,M,013221
W,25380,60,mods,M,046429
W,00514,90,hiphop,M,114115
W,33251,19,normcore,M,175267
W,06550,50,ivy,M,138350
W,03945,50,classic,W,115430
W,15720,80,bold,M,114414
W,17530,50,ivy,M,148320
W,22718,60,space,W,155614
W,18920,00,oriental,W,124357
W,30443,60,mods,M,142492
W,11063,00,metrosexual,M,047128
W,28460,10,sportivecasual,M,104604
W,12897,10,sportivecasual,M,138373
W,14515,60,minimal,W,095243
W,05386,00,cityglam,W,036374
W,18826,60,minimal,W,212884
W,14478,70,disco,W,119632
W,15749,00,metrosexual,M,061874
W,00071,50,ivy,M,044869
W,44650,90,kitsch,W,007825
W,56131,90,hiphop,M,174222
W,32747,70,military,W,052245
W,23958,60,mods,M,163542
W,17703,80,bold,M,218069
W,23200,80,powersuit,W,160320
W,02660,60,mods,M,022415
W,14507,60,minimal,W,044557
W,12130,80,bold,M,230798
W,00609,50,feminine,W,119730
W,13258,19,genderless,W,106795
W,15791,70,hippie,M,147513
W,25107,70,hippie,M,026157
W,18613,00,cityglam,W,156679
W,00856,10,sportivecasual,M,136118
W,16661,00,metrosexual,M,023371
W,25694,50,ivy,M,149503
W,18562,80,powersuit,W,120376
W,03437,19,genderless,W,127097
W,15294,50,ivy,M,030669
W,07138,19,normcore,M,085070
W,16726,19,normcore,M,001066
W,12032,50,feminine,W,225780
W,17614,19,normcore,M,149417
W,19987,50,feminine,W,032248
W,16393,80,bold,M,146139
W,35053,90,kitsch,W,151005
W,02106,60,minimal,W,087053
W,04571,10,sportivecasual,M,088541
W,17796,00,metrosexual,M,218047
W,24059,50,ivy,M,040222
W,25694,50,ivy,M,156366
W,24493,70,hippie,M,147630
W,06049,10,athleisure,W,125698
W,30041,50,ivy,M,146161
W,12634,10,sportivecasual,M,060378
W,07125,60,mods,M,146312
W,11804,00,oriental,W,126690
W,06573,60,mods,M,137656
W,17262,19,normcore,M,107993
W,26045,10,sportivecasual,M,144787
W,15193,00,metrosexual,M,147316
W,00951,70,hippie,M,044251
W,18247,50,classic,W,147195
W,11509,80,bodyconscious,W,124930
W,19210,90,kitsch,W,127597
W,15472,70,hippie,M,209654
W,14789,60,minimal,W,123071
W,15404,50,ivy,M,153460
W,15241,60,mods,M,129550
W,05667,10,athleisure,W,127624
W,06690,19,normcore,M,102552
W,10793,50,ivy,M,137872
W,51180,00,metrosexual,M,182049
W,18616,60,popart,W,023224
W,02237,10,sportivecasual,W,123326
W,25553,60,mods,M,195910
W,05400,90,grunge,W,132365
W,14787,60,minimal,W,133269
W,13667,00,oriental,W,013085
W,13474,80,powersuit,W,106750
W,27674,10,sportivecasual,M,144679
W,07021,90,hiphop,M,046008
W,06476,00,cityglam,W,030853
W,03656,90,hiphop,W,032061
W,12812,50,ivy,M,138417
W,00609,50,feminine,W,003856
W,15395,50,ivy,M,045646
W,11913,50,feminine,W,174332
W,13238,80,powersuit,W,134876
W,00028,50,ivy,M,150185
W,25452,19,normcore,M,144689
W,00803,50,ivy,M,085080
W,21868,00,ecology,W,049578
W,11220,50,feminine,W,092530
W,16295,70,hippie,M,194792
W,02900,60,mods,M,091794
W,52140,70,hippie,M,113586
W,02927,60,mods,M,109215
W,06091,10,athleisure,W,122447
W,27674,10,sportivecasual,M,009917
W,10443,00,ecology,W,016455
W,17097,70,hippie,W,127198
W,17451,19,normcore,M,107114
W,07628,50,feminine,W,105647
W,14975,60,minimal,W,119681
W,12826,50,ivy,M,123843
W,10019,19,genderless,W,084935
W,12869,19,normcore,M,108435
W,02888,10,sportivecasual,M,154741
W,17603,50,ivy,M,121661
W,19994,50,feminine,W,040913
W,10796,50,ivy,M,085869
W,24486,70,hippie,M,070157
W,25024,90,hiphop,M,095279
W,00638,90,hiphop,W,023635
W,03060,50,feminine,W,098243
W,00754,10,sportivecasual,W,114275
W,01390,10,sportivecasual,W,130263
W,06656,60,mods,M,182546
W,25465,00,metrosexual,M,105145
W,13450,80,powersuit,W,104493
W,49765,50,ivy,M,112352
W,05670,10,athleisure,W,109435
W,15367,60,mods,M,105582
W,10810,60,mods,M,143032
W,17158,60,mods,M,011008
W,04262,19,normcore,M,094262
W,02678,50,ivy,M,031032
W,04769,90,kitsch,W,003195
W,29059,70,hippie,M,142967
W,04643,50,ivy,M,157814
W,12826,50,ivy,M,013295
W,08383,10,athleisure,W,127186
W,27750,60,mods,M,144332
W,36156,60,space,W,168156
W,24448,70,hippie,M,149745
W,02695,50,ivy,M,123876
W,40520,19,genderless,W,032564
W,14123,70,hippie,W,081657
W,04692,90,hiphop,M,111459
W,13758,80,bodyconscious,W,004593
W,12770,00,metrosexual,M,133816
W,15479,50,ivy,M,149384
T,21991,70,hippie,M,041352
W,04751,10,sportivecasual,M,109236
W,15250,19,normcore,M,118427
W,05619,00,ecology,W,129984
W,45386,00,oriental,W,154040
W,14195,00,cityglam,W,128081
W,06046,10,sportivecasual,W,152874
T,11058,90,lingerie,W,079784
W,00350,19,normcore,W,123011
W,26874,70,hippie,M,152028
W,15443,70,hippie,M,111072
W,04840,50,feminine,W,235626
W,02918,10,sportivecasual,M,148334
W,10779,50,ivy,M,132994
W,00272,60,minimal,W,131315
W,16007,70,hippie,M,026074
W,05400,90,grunge,W,029476
W,13538,80,powersuit,W,115200
W,28698,10,sportivecasual,M,144779
W,05673,10,sportivecasual,W,003750
W,38771,10,sportivecasual,W,161533
W,24787,00,metrosexual,M,144678
W,07090,10,sportivecasual,M,135074
W,15093,50,ivy,M,085836
W,24810,80,bold,M,183066
W,03270,50,feminine,W,137264
W,33100,70,punk,W,141877
W,17310,70,hippie,M,212122
W,48434,10,sportivecasual,W,155619
W,10760,60,minimal,W,042980
W,11008,50,ivy,M,023832
W,06631,19,normcore,M,144830
W,04514,70,hippie,M,155232
W,00754,10,sportivecasual,W,023995
W,01520,50,ivy,M,107378
W,13904,50,feminine,W,222160
W,06533,60,mods,M,021153
W,28879,10,sportivecasual,M,149468
W,08910,10,sportivecasual,W,027805
W,29251,10,sportivecasual,M,135416
W,13574,90,hiphop,W,109442
W,05538,19,normcore,W,013844
W,06993,90,hiphop,M,116173
W,00004,50,ivy,M,067526
W,18500,90,kitsch,W,134746
W,17738,80,bold,M,233692
W,02999,10,sportivecasual,M,133133
W,24470,70,hippie,M,045507
W,05513,60,minimal,W,011809
W,05181,50,feminine,W,194558
W,05472,10,sportivecasual,W,109361
W,18917,50,classic,W,133959
W,66161,80,bold,M,181638
W,00366,60,minimal,W,119572
W,06909,50,ivy,M,069175
W,07640,60,popart,W,132370
W,15818,00,metrosexual,M,036881
W,12533,80,bold,M,109242
W,13957,80,powersuit,W,124821
W,24922,50,ivy,M,154610
W,15959,80,bold,M,060375
W,12925,80,powersuit,W,123315
W,12628,50,ivy,M,138642
W,51514,50,ivy,M,165902
W,16361,80,bold,M,025950
W,12140,80,bold,M,031916
W,15669,00,metrosexual,M,074384
W,38421,10,athleisure,W,158663
W,24506,00,metrosexual,M,162695
W,18500,90,kitsch,W,005288
W,29539,90,hiphop,M,009932
W,32299,80,powersuit,W,155625
W,17441,60,mods,M,064358
W,17867,50,ivy,M,035335
W,26151,80,bold,M,147964
W,27729,70,hippie,M,142701
W,24031,60,mods,M,192147
W,03933,70,punk,W,102785
W,13455,80,powersuit,W,072730
W,08383,10,athleisure,W,012465
W,19846,60,popart,W,090486
W,52548,50,ivy,M,233689
W,12092,80,bold,M,230093
W,08112,90,hiphop,W,005190
W,16687,00,metrosexual,M,060361
W,15762,70,hippie,M,021689
W,15848,60,mods,M,199719
W,11019,70,hippie,M,076541
W,09542,70,disco,W,004663
W,05816,10,sportivecasual,W,126947
W,01796,00,metrosexual,M,212726
W,17182,10,sportivecasual,M,144937
W,17183,10,sportivecasual,M,086126
W,18268,50,feminine,W,152318
W,12196,80,bold,M,016817
W,10076,50,ivy,M,012675
W,00811,19,normcore,M,077809
W,19456,50,feminine,W,150651
W,13450,80,powersuit,W,134020
W,16769,60,mods,M,139081
W,35801,80,bold,M,000646
W,12896,60,mods,M,089583
W,09717,19,normcore,W,038471
W,03634,10,sportivecasual,W,022345
W,01374,50,feminine,W,135740
W,02715,70,hippie,M,139622
W,07785,70,hippie,W,120359
W,64079,80,powersuit,W,164218
W,10792,50,ivy,M,149718
W,32407,60,mods,M,144799
W,02900,60,mods,M,105008
W,29593,90,hiphop,M,100547
W,43003,10,sportivecasual,W,150999
W,26963,90,hiphop,M,116924
W,24764,80,bold,M,151604
W,38476,00,ecology,W,063102
W,19639,70,hippie,W,087046
W,11589,90,kitsch,W,030018
W,06237,10,sportivecasual,M,048854
W,24439,00,metrosexual,M,162120
W,24515,70,hippie,M,014438
W,28529,90,hiphop,M,112389
W,12977,19,genderless,W,117935
W,12324,80,bold,M,036821
W,05715,70,military,W,005026
W,19586,70,hippie,M,061314
W,17900,00,metrosexual,M,159548
W,13376,50,feminine,W,092547
W,12902,70,hippie,M,094224
W,04727,00,metrosexual,M,233430
W,08877,10,athleisure,W,031304
W,02442,50,feminine,W,109713
W,16552,00,metrosexual,M,219138
W,13271,60,minimal,W,122533
W,12307,50,ivy,M,137647
W,16659,00,metrosexual,M,154878
W,17559,10,sportivecasual,M,098841
W,15395,50,ivy,M,112501
W,00034,60,mods,M,126005
W,28338,80,powersuit,W,126066
W,04972,90,kitsch,W,158668
W,29214,10,sportivecasual,M,184726
W,18892,50,classic,W,112828
W,02342,70,disco,W,135519
W,03194,50,classic,W,026266
W,07384,50,feminine,W,203957
W,25400,19,normcore,M,174251
W,04614,00,metrosexual,M,096010
W,04761,70,hippie,M,049406
W,15572,80,bold,M,232606
W,19859,70,punk,W,036787
W,06561,10,sportivecasual,M,094020
W,18247,50,classic,W,102503
W,27700,70,hippie,M,040208
W,25553,60,mods,M,147787
W,57031,90,hiphop,M,045542
