wt,image_id,time,style,gender,image_name,label_name,label
W,06234,10,sportivecasual,M,W_06234_10_sportivecasual_M.jpg,M_sportivecasual,1
W,09770,60,mods,M,W_09770_60_mods_M.jpg,M_mods,18
W,24013,60,mods,M,W_24013_60_mods_M.jpg,M_mods,18
W,06787,90,hiphop,M,W_06787_90_hiphop_M.jpg,M_hiphop,11
W,06732,19,normcore,M,W_06732_19_normcore_M.jpg,M_normcore,4
W,28601,00,metrosexual,M,W_28601_00_metrosexual_M.jpg,M_metrosexual,9
W,15846,80,bold,M,W_15846_80_bold_M.jpg,M_bold,3
W,16684,00,metrosexual,M,W_16684_00_metrosexual_M.jpg,M_metrosexual,9
W,32081,50,ivy,M,W_32081_50_ivy_M.jpg,M_ivy,13
W,16008,80,bold,M,W_16008_80_bold_M.jpg,M_bold,3
W,28602,19,normcore,M,W_28602_19_normcore_M.jpg,M_normcore,4
W,06696,70,hippie,M,W_06696_70_hippie_M.jpg,M_hippie,8
W,17151,19,normcore,M,W_17151_19_normcore_M.jpg,M_normcore,4
W,28698,10,sportivecasual,M,W_28698_10_sportivecasual_M.jpg,M_sportivecasual,1
W,12410,70,hippie,M,W_12410_70_hippie_M.jpg,M_hippie,8
W,24101,50,ivy,M,W_24101_50_ivy_M.jpg,M_ivy,13
W,17747,80,bold,M,W_17747_80_bold_M.jpg,M_bold,3
W,15130,90,hiphop,M,W_15130_90_hiphop_M.jpg,M_hiphop,11
W,25130,19,normcore,M,W_25130_19_normcore_M.jpg,M_normcore,4
W,07350,00,metrosexual,M,W_07350_00_metrosexual_M.jpg,M_metrosexual,9
W,09281,70,hippie,M,W_09281_70_hippie_M.jpg,M_hippie,8
W,32008,80,bold,M,W_32008_80_bold_M.jpg,M_bold,3
W,23900,50,ivy,M,W_23900_50_ivy_M.jpg,M_ivy,13
W,16619,90,hiphop,M,W_16619_90_hiphop_M.jpg,M_hiphop,11
W,17478,19,normcore,M,W_17478_19_normcore_M.jpg,M_normcore,4
W,00032,10,sportivecasual,M,W_00032_10_sportivecasual_M.jpg,M_sportivecasual,1
W,31187,10,sportivecasual,M,W_31187_10_sportivecasual_M.jpg,M_sportivecasual,1
W,27750,60,mods,M,W_27750_60_mods_M.jpg,M_mods,18
W,25805,10,sportivecasual,M,W_25805_10_sportivecasual_M.jpg,M_sportivecasual,1
W,09280,19,normcore,M,W_09280_19_normcore_M.jpg,M_normcore,4
W,25439,19,normcore,M,W_25439_19_normcore_M.jpg,M_normcore,4
W,12690,10,sportivecasual,M,W_12690_10_sportivecasual_M.jpg,M_sportivecasual,1
W,04553,19,normcore,M,W_04553_19_normcore_M.jpg,M_normcore,4
W,26997,80,bold,M,W_26997_80_bold_M.jpg,M_bold,3
W,24053,60,mods,M,W_24053_60_mods_M.jpg,M_mods,18
W,16515,10,sportivecasual,M,W_16515_10_sportivecasual_M.jpg,M_sportivecasual,1
W,28350,19,normcore,M,W_28350_19_normcore_M.jpg,M_normcore,4
W,31784,00,metrosexual,M,W_31784_00_metrosexual_M.jpg,M_metrosexual,9
W,15129,50,ivy,M,W_15129_50_ivy_M.jpg,M_ivy,13
W,32135,19,normcore,M,W_32135_19_normcore_M.jpg,M_normcore,4
W,26045,10,sportivecasual,M,W_26045_10_sportivecasual_M.jpg,M_sportivecasual,1
W,12150,80,bold,M,W_12150_80_bold_M.jpg,M_bold,3
W,04237,60,mods,M,W_04237_60_mods_M.jpg,M_mods,18
W,24454,90,hiphop,M,W_24454_90_hiphop_M.jpg,M_hiphop,11
W,28554,10,sportivecasual,M,W_28554_10_sportivecasual_M.jpg,M_sportivecasual,1
W,29062,00,metrosexual,M,W_29062_00_metrosexual_M.jpg,M_metrosexual,9
W,27194,10,sportivecasual,M,W_27194_10_sportivecasual_M.jpg,M_sportivecasual,1
W,29487,80,bold,M,W_29487_80_bold_M.jpg,M_bold,3
W,26413,00,metrosexual,M,W_26413_00_metrosexual_M.jpg,M_metrosexual,9
W,24760,19,normcore,M,W_24760_19_normcore_M.jpg,M_normcore,4
W,33862,00,oriental,W,W_33862_00_oriental_W.jpg,W_oriental,24
W,12322,50,ivy,M,W_12322_50_ivy_M.jpg,M_ivy,13
W,09797,50,ivy,M,W_09797_50_ivy_M.jpg,M_ivy,13
W,24715,00,metrosexual,M,W_24715_00_metrosexual_M.jpg,M_metrosexual,9
W,24525,70,hippie,M,W_24525_70_hippie_M.jpg,M_hippie,8
W,12685,90,hiphop,M,W_12685_90_hiphop_M.jpg,M_hiphop,11
W,38718,19,normcore,W,W_38718_19_normcore_W.jpg,W_normcore,2
W,37648,10,sportivecasual,W,W_37648_10_sportivecasual_W.jpg,W_sportivecasual,7
W,26227,90,hiphop,M,W_26227_90_hiphop_M.jpg,M_hiphop,11
W,40045,60,minimal,W,W_40045_60_minimal_W.jpg,W_minimal,0
W,09961,50,feminine,W,W_09961_50_feminine_W.jpg,W_feminine,6
W,21588,60,minimal,W,W_21588_60_minimal_W.jpg,W_minimal,0
W,04328,19,normcore,M,W_04328_19_normcore_M.jpg,M_normcore,4
W,30660,00,ecology,W,W_30660_00_ecology_W.jpg,W_ecology,10
W,25790,90,hiphop,M,W_25790_90_hiphop_M.jpg,M_hiphop,11
W,32949,70,punk,W,W_32949_70_punk_W.jpg,W_punk,21
W,39030,10,sportivecasual,W,W_39030_10_sportivecasual_W.jpg,W_sportivecasual,7
W,44153,10,sportivecasual,W,W_44153_10_sportivecasual_W.jpg,W_sportivecasual,7
W,24886,70,hippie,M,W_24886_70_hippie_M.jpg,M_hippie,8
W,28488,80,powersuit,W,W_28488_80_powersuit_W.jpg,W_powersuit,15
W,12635,70,hippie,M,W_12635_70_hippie_M.jpg,M_hippie,8
W,16439,10,sportivecasual,M,W_16439_10_sportivecasual_M.jpg,M_sportivecasual,1
W,04319,90,hiphop,M,W_04319_90_hiphop_M.jpg,M_hiphop,11
W,27624,19,genderless,W,W_27624_19_genderless_W.jpg,W_genderless,26
W,17779,80,bold,M,W_17779_80_bold_M.jpg,M_bold,3
W,06557,60,mods,M,W_06557_60_mods_M.jpg,M_mods,18
W,24169,19,normcore,M,W_24169_19_normcore_M.jpg,M_normcore,4
W,14542,90,lingerie,W,W_14542_90_lingerie_W.jpg,W_lingerie,28
W,25602,90,hiphop,M,W_25602_90_hiphop_M.jpg,M_hiphop,11
W,02024,50,classic,W,W_02024_50_classic_W.jpg,W_classic,5
W,30431,80,powersuit,W,W_30431_80_powersuit_W.jpg,W_powersuit,15
W,00805,60,mods,M,W_00805_60_mods_M.jpg,M_mods,18
W,15467,70,hippie,M,W_15467_70_hippie_M.jpg,M_hippie,8
W,29621,10,sportivecasual,M,W_29621_10_sportivecasual_M.jpg,M_sportivecasual,1
W,24039,00,metrosexual,M,W_24039_00_metrosexual_M.jpg,M_metrosexual,9
W,31860,80,bold,M,W_31860_80_bold_M.jpg,M_bold,3
W,06603,90,hiphop,M,W_06603_90_hiphop_M.jpg,M_hiphop,11
W,04352,19,normcore,M,W_04352_19_normcore_M.jpg,M_normcore,4
W,02431,90,hiphop,W,W_02431_90_hiphop_W.jpg,W_hiphop,20
W,16150,50,ivy,M,W_16150_50_ivy_M.jpg,M_ivy,13
W,29415,60,minimal,W,W_29415_60_minimal_W.jpg,W_minimal,0
W,17025,19,normcore,M,W_17025_19_normcore_M.jpg,M_normcore,4
W,24294,80,bold,M,W_24294_80_bold_M.jpg,M_bold,3
W,29625,10,sportivecasual,M,W_29625_10_sportivecasual_M.jpg,M_sportivecasual,1
W,07327,19,normcore,M,W_07327_19_normcore_M.jpg,M_normcore,4
W,29358,00,cityglam,W,W_29358_00_cityglam_W.jpg,W_cityglam,19
W,27729,70,hippie,M,W_27729_70_hippie_M.jpg,M_hippie,8
W,12683,10,sportivecasual,M,W_12683_10_sportivecasual_M.jpg,M_sportivecasual,1
W,25876,10,sportivecasual,M,W_25876_10_sportivecasual_M.jpg,M_sportivecasual,1
W,25069,90,hiphop,M,W_25069_90_hiphop_M.jpg,M_hiphop,11
W,11262,00,oriental,W,W_11262_00_oriental_W.jpg,W_oriental,24
W,24657,60,mods,M,W_24657_60_mods_M.jpg,M_mods,18
W,19335,50,feminine,W,W_19335_50_feminine_W.jpg,W_feminine,6
W,30241,80,bold,M,W_30241_80_bold_M.jpg,M_bold,3
W,25819,10,sportivecasual,M,W_25819_10_sportivecasual_M.jpg,M_sportivecasual,1
W,10792,50,ivy,M,W_10792_50_ivy_M.jpg,M_ivy,13
W,21732,10,sportivecasual,W,W_21732_10_sportivecasual_W.jpg,W_sportivecasual,7
W,25650,00,metrosexual,M,W_25650_00_metrosexual_M.jpg,M_metrosexual,9
W,44779,90,lingerie,W,W_44779_90_lingerie_W.jpg,W_lingerie,28
W,25149,90,hiphop,M,W_25149_90_hiphop_M.jpg,M_hiphop,11
W,30040,60,mods,M,W_30040_60_mods_M.jpg,M_mods,18
W,25024,90,hiphop,M,W_25024_90_hiphop_M.jpg,M_hiphop,11
W,25694,50,ivy,M,W_25694_50_ivy_M.jpg,M_ivy,13
W,48074,10,sportivecasual,W,W_48074_10_sportivecasual_W.jpg,W_sportivecasual,7
W,00479,60,mods,M,W_00479_60_mods_M.jpg,M_mods,18
W,32459,50,ivy,M,W_32459_50_ivy_M.jpg,M_ivy,13
W,01678,19,normcore,M,W_01678_19_normcore_M.jpg,M_normcore,4
W,15138,00,metrosexual,M,W_15138_00_metrosexual_M.jpg,M_metrosexual,9
W,06587,19,normcore,M,W_06587_19_normcore_M.jpg,M_normcore,4
W,26530,00,metrosexual,M,W_26530_00_metrosexual_M.jpg,M_metrosexual,9
W,25686,90,hiphop,M,W_25686_90_hiphop_M.jpg,M_hiphop,11
W,45386,00,oriental,W,W_45386_00_oriental_W.jpg,W_oriental,24
W,24242,60,mods,M,W_24242_60_mods_M.jpg,M_mods,18
W,24448,70,hippie,M,W_24448_70_hippie_M.jpg,M_hippie,8
W,06514,80,bold,M,W_06514_80_bold_M.jpg,M_bold,3
W,25526,60,mods,M,W_25526_60_mods_M.jpg,M_mods,18
W,18079,50,classic,W,W_18079_50_classic_W.jpg,W_classic,5
W,15721,00,metrosexual,M,W_15721_00_metrosexual_M.jpg,M_metrosexual,9
W,17614,19,normcore,M,W_17614_19_normcore_M.jpg,M_normcore,4
W,15359,50,ivy,M,W_15359_50_ivy_M.jpg,M_ivy,13
W,29435,19,normcore,M,W_29435_19_normcore_M.jpg,M_normcore,4
W,24883,00,metrosexual,M,W_24883_00_metrosexual_M.jpg,M_metrosexual,9
W,04506,10,sportivecasual,M,W_04506_10_sportivecasual_M.jpg,M_sportivecasual,1
W,24517,70,hippie,M,W_24517_70_hippie_M.jpg,M_hippie,8
W,30591,50,ivy,M,W_30591_50_ivy_M.jpg,M_ivy,13
W,36885,90,hiphop,M,W_36885_90_hiphop_M.jpg,M_hiphop,11
W,26487,50,ivy,M,W_26487_50_ivy_M.jpg,M_ivy,13
W,27930,80,powersuit,W,W_27930_80_powersuit_W.jpg,W_powersuit,15
W,26133,60,mods,M,W_26133_60_mods_M.jpg,M_mods,18
W,15920,00,metrosexual,M,W_15920_00_metrosexual_M.jpg,M_metrosexual,9
W,09123,60,mods,M,W_09123_60_mods_M.jpg,M_mods,18
W,15504,70,hippie,M,W_15504_70_hippie_M.jpg,M_hippie,8
W,28739,19,normcore,M,W_28739_19_normcore_M.jpg,M_normcore,4
W,25715,10,sportivecasual,M,W_25715_10_sportivecasual_M.jpg,M_sportivecasual,1
W,04232,50,ivy,M,W_04232_50_ivy_M.jpg,M_ivy,13
W,04707,19,normcore,M,W_04707_19_normcore_M.jpg,M_normcore,4
W,31356,80,bold,M,W_31356_80_bold_M.jpg,M_bold,3
W,24493,70,hippie,M,W_24493_70_hippie_M.jpg,M_hippie,8
W,29260,00,metrosexual,M,W_29260_00_metrosexual_M.jpg,M_metrosexual,9
W,15785,19,normcore,M,W_15785_19_normcore_M.jpg,M_normcore,4
W,15653,60,mods,M,W_15653_60_mods_M.jpg,M_mods,18
W,26252,60,mods,M,W_26252_60_mods_M.jpg,M_mods,18
W,35000,10,sportivecasual,W,W_35000_10_sportivecasual_W.jpg,W_sportivecasual,7
W,24797,50,ivy,M,W_24797_50_ivy_M.jpg,M_ivy,13
W,26001,00,metrosexual,M,W_26001_00_metrosexual_M.jpg,M_metrosexual,9
W,00638,90,hiphop,W,W_00638_90_hiphop_W.jpg,W_hiphop,20
W,27903,50,ivy,M,W_27903_50_ivy_M.jpg,M_ivy,13
W,14139,90,lingerie,W,W_14139_90_lingerie_W.jpg,W_lingerie,28
W,28412,19,normcore,M,W_28412_19_normcore_M.jpg,M_normcore,4
W,01413,10,sportivecasual,M,W_01413_10_sportivecasual_M.jpg,M_sportivecasual,1
W,11015,00,metrosexual,M,W_11015_00_metrosexual_M.jpg,M_metrosexual,9
W,25202,90,hiphop,M,W_25202_90_hiphop_M.jpg,M_hiphop,11
W,24917,80,bold,M,W_24917_80_bold_M.jpg,M_bold,3
W,33459,60,space,W,W_33459_60_space_W.jpg,W_space,29
W,17441,60,mods,M,W_17441_60_mods_M.jpg,M_mods,18
W,25082,70,hippie,M,W_25082_70_hippie_M.jpg,M_hippie,8
W,49650,70,hippie,W,W_49650_70_hippie_W.jpg,W_hippie,12
W,15783,70,hippie,M,W_15783_70_hippie_M.jpg,M_hippie,8
W,04895,50,classic,W,W_04895_50_classic_W.jpg,W_classic,5
W,36096,90,kitsch,W,W_36096_90_kitsch_W.jpg,W_kitsch,16
W,12307,50,ivy,M,W_12307_50_ivy_M.jpg,M_ivy,13
W,28338,80,powersuit,W,W_28338_80_powersuit_W.jpg,W_powersuit,15
W,12906,10,sportivecasual,M,W_12906_10_sportivecasual_M.jpg,M_sportivecasual,1
W,24203,90,hiphop,M,W_24203_90_hiphop_M.jpg,M_hiphop,11
W,25832,19,normcore,M,W_25832_19_normcore_M.jpg,M_normcore,4
W,12817,50,ivy,M,W_12817_50_ivy_M.jpg,M_ivy,13
W,12312,80,bold,M,W_12312_80_bold_M.jpg,M_bold,3
W,30064,10,sportivecasual,M,W_30064_10_sportivecasual_M.jpg,M_sportivecasual,1
W,24934,90,hiphop,M,W_24934_90_hiphop_M.jpg,M_hiphop,11
W,24253,00,metrosexual,M,W_24253_00_metrosexual_M.jpg,M_metrosexual,9
W,29920,10,sportivecasual,M,W_29920_10_sportivecasual_M.jpg,M_sportivecasual,1
W,15096,80,bold,M,W_15096_80_bold_M.jpg,M_bold,3
W,26290,70,hippie,M,W_26290_70_hippie_M.jpg,M_hippie,8
W,27329,10,sportivecasual,M,W_27329_10_sportivecasual_M.jpg,M_sportivecasual,1
W,07127,19,normcore,M,W_07127_19_normcore_M.jpg,M_normcore,4
W,27728,50,ivy,M,W_27728_50_ivy_M.jpg,M_ivy,13
W,16663,00,metrosexual,M,W_16663_00_metrosexual_M.jpg,M_metrosexual,9
W,26201,50,ivy,M,W_26201_50_ivy_M.jpg,M_ivy,13
W,09272,90,hiphop,M,W_09272_90_hiphop_M.jpg,M_hiphop,11
W,27175,10,sportivecasual,M,W_27175_10_sportivecasual_M.jpg,M_sportivecasual,1
W,01501,00,metrosexual,M,W_01501_00_metrosexual_M.jpg,M_metrosexual,9
W,23975,19,normcore,M,W_23975_19_normcore_M.jpg,M_normcore,4
W,29545,90,hiphop,M,W_29545_90_hiphop_M.jpg,M_hiphop,11
W,32083,50,ivy,M,W_32083_50_ivy_M.jpg,M_ivy,13
W,32390,80,bold,M,W_32390_80_bold_M.jpg,M_bold,3
W,26261,50,ivy,M,W_26261_50_ivy_M.jpg,M_ivy,13
W,36408,10,sportivecasual,W,W_36408_10_sportivecasual_W.jpg,W_sportivecasual,7
W,27093,60,popart,W,W_27093_60_popart_W.jpg,W_popart,27
W,24746,60,mods,M,W_24746_60_mods_M.jpg,M_mods,18
W,37424,19,normcore,W,W_37424_19_normcore_W.jpg,W_normcore,2
W,15967,80,bold,M,W_15967_80_bold_M.jpg,M_bold,3
W,24938,60,mods,M,W_24938_60_mods_M.jpg,M_mods,18
W,09151,60,mods,M,W_09151_60_mods_M.jpg,M_mods,18
W,25999,10,sportivecasual,M,W_25999_10_sportivecasual_M.jpg,M_sportivecasual,1
W,06596,90,hiphop,M,W_06596_90_hiphop_M.jpg,M_hiphop,11
W,02876,10,sportivecasual,M,W_02876_10_sportivecasual_M.jpg,M_sportivecasual,1
W,39905,70,punk,W,W_39905_70_punk_W.jpg,W_punk,21
W,45460,70,disco,W,W_45460_70_disco_W.jpg,W_disco,17
W,07759,00,cityglam,W,W_07759_00_cityglam_W.jpg,W_cityglam,19
W,42244,60,minimal,W,W_42244_60_minimal_W.jpg,W_minimal,0
W,31881,80,powersuit,W,W_31881_80_powersuit_W.jpg,W_powersuit,15
W,12834,19,normcore,M,W_12834_19_normcore_M.jpg,M_normcore,4
W,27619,80,powersuit,W,W_27619_80_powersuit_W.jpg,W_powersuit,15
W,28879,10,sportivecasual,M,W_28879_10_sportivecasual_M.jpg,M_sportivecasual,1
W,25390,70,hippie,M,W_25390_70_hippie_M.jpg,M_hippie,8
W,28803,80,bold,M,W_28803_80_bold_M.jpg,M_bold,3
W,25235,60,mods,M,W_25235_60_mods_M.jpg,M_mods,18
W,37019,19,normcore,W,W_37019_19_normcore_W.jpg,W_normcore,2
W,37381,70,hippie,M,W_37381_70_hippie_M.jpg,M_hippie,8
W,30522,00,metrosexual,M,W_30522_00_metrosexual_M.jpg,M_metrosexual,9
W,24347,00,metrosexual,M,W_24347_00_metrosexual_M.jpg,M_metrosexual,9
W,17015,10,sportivecasual,M,W_17015_10_sportivecasual_M.jpg,M_sportivecasual,1
W,28133,10,sportivecasual,M,W_28133_10_sportivecasual_M.jpg,M_sportivecasual,1
W,22790,70,disco,W,W_22790_70_disco_W.jpg,W_disco,17
W,00038,60,mods,M,W_00038_60_mods_M.jpg,M_mods,18
W,15334,90,hiphop,M,W_15334_90_hiphop_M.jpg,M_hiphop,11
W,02442,50,feminine,W,W_02442_50_feminine_W.jpg,W_feminine,6
W,09127,60,mods,M,W_09127_60_mods_M.jpg,M_mods,18
W,14704,60,minimal,W,W_14704_60_minimal_W.jpg,W_minimal,0
W,07582,90,kitsch,W,W_07582_90_kitsch_W.jpg,W_kitsch,16
W,13238,80,powersuit,W,W_13238_80_powersuit_W.jpg,W_powersuit,15
W,09899,50,classic,W,W_09899_50_classic_W.jpg,W_classic,5
W,28411,19,normcore,M,W_28411_19_normcore_M.jpg,M_normcore,4
W,10278,00,oriental,W,W_10278_00_oriental_W.jpg,W_oriental,24
W,24470,70,hippie,M,W_24470_70_hippie_M.jpg,M_hippie,8
W,12189,60,mods,M,W_12189_60_mods_M.jpg,M_mods,18
W,11318,19,normcore,W,W_11318_19_normcore_W.jpg,W_normcore,2
W,06318,50,classic,W,W_06318_50_classic_W.jpg,W_classic,5
W,13281,60,minimal,W,W_13281_60_minimal_W.jpg,W_minimal,0
W,01999,19,normcore,W,W_01999_19_normcore_W.jpg,W_normcore,2
W,18373,50,classic,W,W_18373_50_classic_W.jpg,W_classic,5
W,06186,60,mods,M,W_06186_60_mods_M.jpg,M_mods,18
W,05835,10,sportivecasual,W,W_05835_10_sportivecasual_W.jpg,W_sportivecasual,7
W,02508,10,athleisure,W,W_02508_10_athleisure_W.jpg,W_athleisure,25
W,09893,19,lounge,W,W_09893_19_lounge_W.jpg,W_lounge,23
W,10465,60,minimal,W,W_10465_60_minimal_W.jpg,W_minimal,0
W,01509,00,metrosexual,M,W_01509_00_metrosexual_M.jpg,M_metrosexual,9
W,17017,10,sportivecasual,M,W_17017_10_sportivecasual_M.jpg,M_sportivecasual,1
W,18717,90,kitsch,W,W_18717_90_kitsch_W.jpg,W_kitsch,16
W,10451,00,ecology,W,W_10451_00_ecology_W.jpg,W_ecology,10
W,18458,50,classic,W,W_18458_50_classic_W.jpg,W_classic,5
W,02567,10,sportivecasual,W,W_02567_10_sportivecasual_W.jpg,W_sportivecasual,7
W,08587,70,punk,W,W_08587_70_punk_W.jpg,W_punk,21
W,03442,19,genderless,W,W_03442_19_genderless_W.jpg,W_genderless,26
W,04630,00,metrosexual,M,W_04630_00_metrosexual_M.jpg,M_metrosexual,9
W,09363,19,genderless,W,W_09363_19_genderless_W.jpg,W_genderless,26
W,15477,00,metrosexual,M,W_15477_00_metrosexual_M.jpg,M_metrosexual,9
W,14178,70,hippie,W,W_14178_70_hippie_W.jpg,W_hippie,12
W,15083,50,ivy,M,W_15083_50_ivy_M.jpg,M_ivy,13
W,15692,60,mods,M,W_15692_60_mods_M.jpg,M_mods,18
W,03224,50,feminine,W,W_03224_50_feminine_W.jpg,W_feminine,6
W,02951,10,sportivecasual,M,W_02951_10_sportivecasual_M.jpg,M_sportivecasual,1
W,10816,60,mods,M,W_10816_60_mods_M.jpg,M_mods,18
W,02999,10,sportivecasual,M,W_02999_10_sportivecasual_M.jpg,M_sportivecasual,1
W,04324,90,hiphop,M,W_04324_90_hiphop_M.jpg,M_hiphop,11
W,14023,90,lingerie,W,W_14023_90_lingerie_W.jpg,W_lingerie,28
W,08382,19,normcore,W,W_08382_19_normcore_W.jpg,W_normcore,2
W,15159,80,bold,M,W_15159_80_bold_M.jpg,M_bold,3
W,16445,50,ivy,M,W_16445_50_ivy_M.jpg,M_ivy,13
W,07312,19,normcore,M,W_07312_19_normcore_M.jpg,M_normcore,4
W,08933,10,sportivecasual,W,W_08933_10_sportivecasual_W.jpg,W_sportivecasual,7
W,17702,90,hiphop,M,W_17702_90_hiphop_M.jpg,M_hiphop,11
W,04128,19,genderless,W,W_04128_19_genderless_W.jpg,W_genderless,26
W,16065,19,normcore,M,W_16065_19_normcore_M.jpg,M_normcore,4
W,13772,70,hippie,W,W_13772_70_hippie_W.jpg,W_hippie,12
W,10510,60,space,W,W_10510_60_space_W.jpg,W_space,29
W,03816,90,lingerie,W,W_03816_90_lingerie_W.jpg,W_lingerie,28
W,05690,70,punk,W,W_05690_70_punk_W.jpg,W_punk,21
W,15103,60,mods,M,W_15103_60_mods_M.jpg,M_mods,18
W,19742,60,popart,W,W_19742_60_popart_W.jpg,W_popart,27
W,16615,90,hiphop,M,W_16615_90_hiphop_M.jpg,M_hiphop,11
W,10090,19,normcore,M,W_10090_19_normcore_M.jpg,M_normcore,4
W,08410,00,cityglam,W,W_08410_00_cityglam_W.jpg,W_cityglam,19
W,04687,00,metrosexual,M,W_04687_00_metrosexual_M.jpg,M_metrosexual,9
W,19543,00,oriental,W,W_19543_00_oriental_W.jpg,W_oriental,24
W,11920,00,oriental,W,W_11920_00_oriental_W.jpg,W_oriental,24
W,04681,19,normcore,M,W_04681_19_normcore_M.jpg,M_normcore,4
W,02721,00,metrosexual,M,W_02721_00_metrosexual_M.jpg,M_metrosexual,9
W,16428,90,hiphop,M,W_16428_90_hiphop_M.jpg,M_hiphop,11
W,01607,19,normcore,M,W_01607_19_normcore_M.jpg,M_normcore,4
W,17469,19,normcore,M,W_17469_19_normcore_M.jpg,M_normcore,4
W,16971,19,normcore,M,W_16971_19_normcore_M.jpg,M_normcore,4
W,07226,90,hiphop,M,W_07226_90_hiphop_M.jpg,M_hiphop,11
W,13271,60,minimal,W,W_13271_60_minimal_W.jpg,W_minimal,0
W,08383,10,athleisure,W,W_08383_10_athleisure_W.jpg,W_athleisure,25
W,15124,80,bold,M,W_15124_80_bold_M.jpg,M_bold,3
W,06232,10,sportivecasual,M,W_06232_10_sportivecasual_M.jpg,M_sportivecasual,1
W,05673,10,sportivecasual,W,W_05673_10_sportivecasual_W.jpg,W_sportivecasual,7
W,11615,90,kitsch,W,W_11615_90_kitsch_W.jpg,W_kitsch,16
W,07851,70,disco,W,W_07851_70_disco_W.jpg,W_disco,17
W,05664,10,athleisure,W,W_05664_10_athleisure_W.jpg,W_athleisure,25
W,12869,19,normcore,M,W_12869_19_normcore_M.jpg,M_normcore,4
W,06763,00,metrosexual,M,W_06763_00_metrosexual_M.jpg,M_metrosexual,9
W,04751,10,sportivecasual,M,W_04751_10_sportivecasual_M.jpg,M_sportivecasual,1
W,02345,60,space,W,W_02345_60_space_W.jpg,W_space,29
W,13689,80,bodyconscious,W,W_13689_80_bodyconscious_W.jpg,W_bodyconscious,14
W,05869,60,mods,M,W_05869_60_mods_M.jpg,M_mods,18
W,16136,80,bold,M,W_16136_80_bold_M.jpg,M_bold,3
W,13864,80,bodyconscious,W,W_13864_80_bodyconscious_W.jpg,W_bodyconscious,14
W,06299,70,military,W,W_06299_70_military_W.jpg,W_military,22
W,12413,90,hiphop,M,W_12413_90_hiphop_M.jpg,M_hiphop,11
W,11169,19,normcore,W,W_11169_19_normcore_W.jpg,W_normcore,2
W,11632,70,punk,W,W_11632_70_punk_W.jpg,W_punk,21
W,14391,70,punk,W,W_14391_70_punk_W.jpg,W_punk,21
W,05499,90,kitsch,W,W_05499_90_kitsch_W.jpg,W_kitsch,16
W,07286,70,hippie,M,W_07286_70_hippie_M.jpg,M_hippie,8
W,12552,80,bold,M,W_12552_80_bold_M.jpg,M_bold,3
W,00609,50,feminine,W,W_00609_50_feminine_W.jpg,W_feminine,6
W,09057,50,classic,W,W_09057_50_classic_W.jpg,W_classic,5
W,15409,19,normcore,M,W_15409_19_normcore_M.jpg,M_normcore,4
W,05312,80,bodyconscious,W,W_05312_80_bodyconscious_W.jpg,W_bodyconscious,14
W,18661,60,minimal,W,W_18661_60_minimal_W.jpg,W_minimal,0
W,03673,10,sportivecasual,W,W_03673_10_sportivecasual_W.jpg,W_sportivecasual,7
W,15474,80,bold,M,W_15474_80_bold_M.jpg,M_bold,3
W,07380,19,normcore,M,W_07380_19_normcore_M.jpg,M_normcore,4
W,00334,70,hippie,W,W_00334_70_hippie_W.jpg,W_hippie,12
W,06322,19,lounge,W,W_06322_19_lounge_W.jpg,W_lounge,23
W,07098,19,normcore,M,W_07098_19_normcore_M.jpg,M_normcore,4
W,09250,50,ivy,M,W_09250_50_ivy_M.jpg,M_ivy,13
W,13656,80,powersuit,W,W_13656_80_powersuit_W.jpg,W_powersuit,15
W,19067,50,classic,W,W_19067_50_classic_W.jpg,W_classic,5
W,24167,80,bold,M,W_24167_80_bold_M.jpg,M_bold,3
W,15834,19,normcore,M,W_15834_19_normcore_M.jpg,M_normcore,4
W,12035,70,hippie,W,W_12035_70_hippie_W.jpg,W_hippie,12
W,19647,70,hippie,M,W_19647_70_hippie_M.jpg,M_hippie,8
W,01561,90,hiphop,M,W_01561_90_hiphop_M.jpg,M_hiphop,11
W,02695,50,ivy,M,W_02695_50_ivy_M.jpg,M_ivy,13
W,06118,10,athleisure,W,W_06118_10_athleisure_W.jpg,W_athleisure,25
W,09651,60,space,W,W_09651_60_space_W.jpg,W_space,29
W,04877,00,oriental,W,W_04877_00_oriental_W.jpg,W_oriental,24
W,32012,19,normcore,M,W_32012_19_normcore_M.jpg,M_normcore,4
W,08112,90,hiphop,W,W_08112_90_hiphop_W.jpg,W_hiphop,20
W,02456,10,sportivecasual,W,W_02456_10_sportivecasual_W.jpg,W_sportivecasual,7
W,07975,80,powersuit,W,W_07975_80_powersuit_W.jpg,W_powersuit,15
W,01234,10,sportivecasual,W,W_01234_10_sportivecasual_W.jpg,W_sportivecasual,7
W,08680,00,cityglam,W,W_08680_00_cityglam_W.jpg,W_cityglam,19
W,19531,00,oriental,W,W_19531_00_oriental_W.jpg,W_oriental,24
W,24491,70,hippie,M,W_24491_70_hippie_M.jpg,M_hippie,8
W,07095,00,metrosexual,M,W_07095_00_metrosexual_M.jpg,M_metrosexual,9
W,14380,90,hiphop,W,W_14380_90_hiphop_W.jpg,W_hiphop,20
W,16757,00,metrosexual,M,W_16757_00_metrosexual_M.jpg,M_metrosexual,9
W,02693,70,hippie,M,W_02693_70_hippie_M.jpg,M_hippie,8
